id_paper,titulo,autores,year,journal,doi,url,abstract,fuente
SRC_022,Reduced Neutralization of SARS-CoV-2 Omicron Variant in Sera from SARS-CoV-1 Survivors after 3-dose of Vaccination,"Xuesen Zhao, Danying Chen, Xiaohua Hao, Yaruo Qiu, Juan Du, Yuanyuan Zhang, Fan Xiao, Xinglin Li, Yanjun Song, Rui Song, Xi Wang, Ronghua Jin",2022,,10.1101/2022.05.21.492903,https://doi.org/10.1101/2022.05.21.492903,"<jats:title>ABSTRACT</jats:title><jats:p>Recent studies found that Omicron variant escapes vaccine-elicited immunity. Interestingly, potent cross-clade pan-sarbecovirus neutralizing antibodies were found in survivors of the infection by SARS-CoV-1 after BNT162b2 mRNA vaccination (<jats:bold><jats:italic>N Engl J Med. 2021 Oct 7;385(15):1401-1406</jats:italic></jats:bold>). These pan-sarbecovirus neutralizing antibodies were observed to efficiently neutralize the infection driven by the S protein from both SARS-CoV and multiple SARS-CoV-2 variants of concern (VOC) including B.1.1.7 (Alpha), B.1.351 (Beta), and B.1.617.2 (Delta). However, whether these cross-reactive antibodies could neutralize the Omicron variant is still unknown. Based on the data collected from a cohort of SARS-CoV-1 survivors received 3-dose of immunization, our studies reported herein showed that a high level of neutralizing antibodies against both SARS-CoV-1 and SARS-CoV-2 were elicited by a 3rd-dose of booster vaccination of protein subunit vaccine ZF2001. However, a dramatically reduced neutralization of SARS-CoV-2 Omicron Variant (B.1.1.529) is observed in sera from these SARS-CoV-1 survivors received 3-dose of Vaccination. Our results indicates that the rapid development of pan-variant adapted vaccines is warranted.</jats:p>",crossref
SRC_023,Coronaviruses (including SARS CoV and MERS CoV),"John Oxford, Paul Kellam, Leslie Collier",2016,Human Virology,10.1093/hesc/9780198714682.003.0013,https://doi.org/10.1093/hesc/9780198714682.003.0013,"<p>This chapter discusses coronaviruses. These infect humans, birds, and other animals. The first two human strains identified infect the respiratory tract and are normally confined to the ciliary epithelium of the trachea, nasal mucosa, and alveolar cells of the lungs. The chapter points out that the typical symptom of the coronavirus is the common cold, and the first isolates were obtained in the UK from volunteers at the Medical Research Council (MRC) Common Cold Research Unit, Salisbury. Coronaviruses have the largest known genomes of any RNA virus and a helical nucleocapsid more commonly possessed by negative-strand RNA viruses, including two other coronaviruses which caused the Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS). The chapter explores the family <italic>Coronaviridae</italic> and sub family <italic>Coronavirinae</italic> that belong to an order of viruses named <italic>Nidovirales</italic> and contain three genera, <italic>Alpha-</italic>, <italic>Beta-</italic>, and <italic>Deltacoronavirus</italic>.</p>",crossref
SRC_024,Neuropsychiatric Ramifications of Severe COVID-19 and Other Severe Acute Respiratory Infections.,"Ashley Kieran Clift, Tom Alan Ranger, Martina Patone, Carol A C Coupland, Robert Hatch, Karen Thomas, Julia Hippisley-Cox, Peter Watkinson",2022,JAMA psychiatry,10.1001/jamapsychiatry.2022.1067,https://pubmed.ncbi.nlm.nih.gov/35544272/,"Individuals surviving severe COVID-19 may be at increased risk of neuropsychiatric sequelae. Robust assessment of these risks may help improve clinical understanding of the post-COVID syndrome, aid clinical care during the ongoing pandemic, and inform postpandemic planning. To quantify the risks of new-onset neuropsychiatric conditions and new neuropsychiatric medication prescriptions after discharge from a COVID-19-related hospitalization, and to compare these with risks after discharge from hospitalization for other severe acute respiratory infections (SARI) during the COVID-19 pandemic. In this cohort study, adults (≥18 years of age) were identified from QResearch primary care and linked electronic health record databases, including national SARS-CoV-2 testing, hospital episode statistics, intensive care admissions data, and mortality registers in England, from January 24, 2020, to July 7, 2021. COVID-19-related or SARI-related hospital admission (including intensive care admission). New-onset diagnoses of neuropsychiatric conditions (anxiety, dementia, psychosis, depression, bipolar disorder) or first prescription for relevant medications (antidepressants, hypnotics/anxiolytics, antipsychotics) during 12 months of follow-up from hospital discharge. Maximally adjusted hazard ratios (HR) with 95% CIs were estimated using flexible parametric survival models. In this cohort study of data from 8.38 million adults (4.18 million women, 4.20 million men; mean [SD] age 49.18 [18.45] years); 16 679 (0.02%) survived a hospital admission for SARI, and 32 525 (0.03%) survived a hospital admission for COVID-19. Compared with the remaining population, survivors of SARI and COVID-19 hospitalization had higher risks of subsequent neuropsychiatric diagnoses. For example, the HR for anxiety in survivors of SARI was 1.86 (95% CI, 1.56-2.21) and for survivors of COVID-19 infection was 2.36 (95% CI, 2.03-2.74); the HR for dementia for survivors of SARI was 2.55 (95% CI, 2.17-3.00) and for survivors of COVID-19 infection was 2.63 (95% CI, 2.21-3.14). Similar findings were observed for all medications analyzed; for example, the HR for first prescriptions of antidepressants in survivors of SARI was 2.55 (95% CI, 2.24-2.90) and for survivors of COVID-19 infection was 3.24 (95% CI, 2.91-3.61). There were no significant differences observed when directly comparing the COVID-19 group with the SARI group apart from a lower risk of antipsychotic prescriptions in the former (HR, 0.80; 95% CI, 0.69-0.92). In this cohort study, the neuropsychiatric sequelae of severe COVID-19 infection were found to be similar to those for other SARI. This finding may inform postdischarge support for people surviving SARI.",pubmed
SRC_025,6-month neurological and psychiatric outcomes in 236 379 survivors of COVID-19: a retrospective cohort study using electronic health records.,"Maxime Taquet, John R Geddes, Masud Husain, Sierra Luciano, Paul J Harrison",2021,The lancet. Psychiatry,10.1016/S2215-0366(21)00084-5,https://pubmed.ncbi.nlm.nih.gov/33836148/,"Neurological and psychiatric sequelae of COVID-19 have been reported, but more data are needed to adequately assess the effects of COVID-19 on brain health. We aimed to provide robust estimates of incidence rates and relative risks of neurological and psychiatric diagnoses in patients in the 6 months following a COVID-19 diagnosis. For this retrospective cohort study and time-to-event analysis, we used data obtained from the TriNetX electronic health records network (with over 81 million patients). Our primary cohort comprised patients who had a COVID-19 diagnosis; one matched control cohort included patients diagnosed with influenza, and the other matched control cohort included patients diagnosed with any respiratory tract infection including influenza in the same period. Patients with a diagnosis of COVID-19 or a positive test for SARS-CoV-2 were excluded from the control cohorts. All cohorts included patients older than 10 years who had an index event on or after Jan 20, 2020, and who were still alive on Dec 13, 2020. We estimated the incidence of 14 neurological and psychiatric outcomes in the 6 months after a confirmed diagnosis of COVID-19: intracranial haemorrhage; ischaemic stroke; parkinsonism; Guillain-Barré syndrome; nerve, nerve root, and plexus disorders; myoneural junction and muscle disease; encephalitis; dementia; psychotic, mood, and anxiety disorders (grouped and separately); substance use disorder; and insomnia. Using a Cox model, we compared incidences with those in propensity score-matched cohorts of patients with influenza or other respiratory tract infections. We investigated how these estimates were affected by COVID-19 severity, as proxied by hospitalisation, intensive therapy unit (ITU) admission, and encephalopathy (delirium and related disorders). We assessed the robustness of the differences in outcomes between cohorts by repeating the analysis in different scenarios. To provide benchmarking for the incidence and risk of neurological and psychiatric sequelae, we compared our primary cohort with four cohorts of patients diagnosed in the same period with additional index events: skin infection, urolithiasis, fracture of a large bone, and pulmonary embolism. Among 236 379 patients diagnosed with COVID-19, the estimated incidence of a neurological or psychiatric diagnosis in the following 6 months was 33·62% (95% CI 33·17-34·07), with 12·84% (12·36-13·33) receiving their first such diagnosis. For patients who had been admitted to an ITU, the estimated incidence of a diagnosis was 46·42% (44·78-48·09) and for a first diagnosis was 25·79% (23·50-28·25). Regarding individual diagnoses of the study outcomes, the whole COVID-19 cohort had estimated incidences of 0·56% (0·50-0·63) for intracranial haemorrhage, 2·10% (1·97-2·23) for ischaemic stroke, 0·11% (0·08-0·14) for parkinsonism, 0·67% (0·59-0·75) for dementia, 17·39% (17·04-17·74) for anxiety disorder, and 1·40% (1·30-1·51) for psychotic disorder, among others. In the group with ITU admission, estimated incidences were 2·66% (2·24-3·16) for intracranial haemorrhage, 6·92% (6·17-7·76) for ischaemic stroke, 0·26% (0·15-0·45) for parkinsonism, 1·74% (1·31-2·30) for dementia, 19·15% (17·90-20·48) for anxiety disorder, and 2·77% (2·31-3·33) for psychotic disorder. Most diagnostic categories were more common in patients who had COVID-19 than in those who had influenza (hazard ratio [HR] 1·44, 95% CI 1·40-1·47, for any diagnosis; 1·78, 1·68-1·89, for any first diagnosis) and those who had other respiratory tract infections (1·16, 1·14-1·17, for any diagnosis; 1·32, 1·27-1·36, for any first diagnosis). As with incidences, HRs were higher in patients who had more severe COVID-19 (eg, those admitted to ITU compared with those who were not: 1·58, 1·50-1·67, for any diagnosis; 2·87, 2·45-3·35, for any first diagnosis). Results were robust to various sensitivity analyses and benchmarking against the four additional index health events. Our study provides evidence for substantial neurological and psychiatric morbidity in the 6 months after COVID-19 infection. Risks were greatest in, but not limited to, patients who had severe COVID-19. This information could help in service planning and identification of research priorities. Complementary study designs, including prospective cohorts, are needed to corroborate and explain these findings. National Institute for Health Research (NIHR) Oxford Health Biomedical Research Centre.",pubmed
SRC_026,High variability of COVID-19 case fatality rate in Germany,"Matthias Wjst, Clemens Wendtner",2021,,10.21203/rs.3.rs-536841/v1,https://doi.org/10.21203/rs.3.rs-536841/v1,"<jats:title>Abstract</jats:title>
        <jats:p>During the first wave of the COVID-19 pandemic high case fatality rates (CFR) were noticed. Due to the dire consequences WHO guidelines recommended immediate intubation for patients with dyspnoea which has since been questioned after reviewing the initial clinical outcome. Methods: PCR confirmed infection rates along with mortality data was obtained for all German districts from 27 Jan 2020 until 15 Feb 2021 using official data sources. A moving average CFRt was constructed by dividing disease related deaths two weeks after a given index days by the number of infections two weeks prior to that date. In addition to an international comparison, mortality data between the second and third largest German cities were also compared. Results: Mean CFR is estimated to be 2.92 based on 71.965 fatalities and 2.465.407 cases. There was a large regional scattering of CFRs across the regional districts. Differences of the mortality pattern were observed also at state level and preserved across different sex and age groups while being largely independent of case numbers. Although Munich city had higher infection rates, more patients died during the first wave in Hamburg (OR 1.6, 95% CI 1.3-1.9). While the majority of Munich hospitals favoured a conservative management of hypoxemia including high flow nasal cannula (HFNC), Hamburg hospitals followed a more aggressive scheme of mechanical ventilation (MV). Austria and Switzerland experienced higher CFRs than Germany during the first wave but after changing treatment guidelines, both countries experienced lower CFRs during the second wave. Conclusion: Different case fatality rates have been observed across Germany that are most likely caused by different treatment strategies.</jats:p>",crossref
SRC_027,High Variability of COVID-19 Case Fatality Rate in Germany,"Matthias Wjst, Clemens Wendtner",2021,SSRN Electronic Journal,10.2139/ssrn.3809862,https://doi.org/10.2139/ssrn.3809862,"During the first wave of the COVID-19 diseases high case fatality rates (CFR) were noticed. Due to the dire consequences WHO guidelines recommended immediate intubation for patients with dyspnoea which has since been questioned after reviewing the initial clinical outcome. 

Methods: PCR confirmed infection rates along with mortality data was obtained for all German districts from 27 Jan 2020 until 15 Feb 2021 using official data sources. A moving average CFRt was constructed by dividing disease related deaths two weeks after a given index days by the number of infections two weeks prior to that date. In addition to an international comparison, mortality data between the second and third largest German cities were also compared. 

Results: Mean CFR is estimated to be 2.92 based on 71.965 fatalities and 2.465.407 cases. There was a large regional scattering of CFRs across the regional districts. Differences of the mortality pattern were observed also at state level and preserved across different sex and age groups while being largely independent of case numbers. Although Munich city had higher infection rates, more patients died during the first wave in Hamburg (OR 1.6, 95% CI 1.3-1.9) which was mirrored also by higher death risk at Hamburg intensive care units (OR 2.0, 95% CI 1.3-3.1). While the majority of Munich hospitals favoured a conservative management of hypoxemia including high flow nasal cannula (HFNC), Hamburg hospitals followed a more aggressive scheme of mechanical ventilation (MV). Austria and Switzerland experienced higher CFRs than Germany during the first wave but after changing treatment guidelines, both countries experienced lower CFRs during the second wave. 

Conclusion: Different case fatality rates have been observed across Germany that are most likely caused by different treatment strategies.",crossref
SRC_028,EASIX for Prediction of Outcome in Hospitalized SARS-CoV-2 Infected Patients,"Thomas Luft, Clemens-Martin Wendtner, Florentina Kosely, Aleksandar Radujkovic, Axel Benner, Felix Korell, Lars Kihm, Matthias F. Bauer, Peter Dreger, Uta Merle",2021,Frontiers in Immunology,10.3389/fimmu.2021.634416,https://doi.org/10.3389/fimmu.2021.634416,"<jats:sec><jats:title>Background</jats:title><jats:p>The coronavirus disease 2019 (COVID-19) is caused by severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) and has evoked a pandemic that challenges public health-care systems worldwide. Endothelial cell dysfunction plays a key role in pathophysiology, and simple prognosticators may help to optimize allocation of limited resources. Endothelial activation and stress index (EASIX) is a validated predictor of endothelial complications and outcome after allogeneic stem cell transplantation. Aim of this study was to test if EASIX could predict life-threatening complications in patients with COVID-19.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>SARS-CoV-2-positive, hospitalized patients were enrolled onto a prospective non-interventional register study (n=100). Biomarkers were assessed at hospital admission. Primary endpoint was severe course of disease (mechanical ventilation and/or death, V/D). Results were validated in 126 patients treated in two independent institutions.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>EASIX at admission was a strong predictor of severe course of the disease (odds ratio for a two-fold change 3.4, 95%CI 1.8-6.3, p&amp;lt;0.001), time to V/D (hazard ratio (HR) for a two-fold change 2.0, 95%CI 1.5-2.6, p&amp;lt;0.001) as well as survival (HR for a two-fold change 1.7, 95%CI 1.2-2.5, p=0.006). The effect was retained in multivariable analysis adjusting for age, gender, and comorbidities and could be validated in the independent cohort. At hospital admission EASIX correlated with increased suppressor of tumorigenicity-2, soluble thrombomodulin, angiopoietin-2, CXCL8, CXCL9 and interleukin-18, but not interferon-alpha.</jats:p></jats:sec><jats:sec><jats:title>Conclusion</jats:title><jats:p>EASIX is a validated predictor of COVID19 outcome and an easy-to-access tool to segregate patients in need for intensive surveillance.</jats:p></jats:sec>",crossref
SRC_029,Impact of SARS-CoV-2 Vaccines on Covid-19 Incidence and Mortality in the United States,"Fang Fang, John David Clemens, Zuo-Feng Zhang, Timothy F. Brewer",2021,,10.1101/2021.11.16.21266360,https://doi.org/10.1101/2021.11.16.21266360,"<jats:title>ABSTRACT</jats:title><jats:sec><jats:title>Background</jats:title><jats:p>Despite safe and effective vaccines to prevent Severe Acute Respiratory Syndrome coronavirus 2 (SARS-CoV-2) infections and disease, a substantial minority of the US remains resistant to getting vaccinated. It is imperative to know if expanding vaccination rates could reduce community-wide Coronavirus 2019 (COVID-19) disease, not just among those vaccinated.</jats:p></jats:sec><jats:sec><jats:title>Methods</jats:title><jats:p>Negative binomial models were used to estimate associations between U.S. county-level vaccination rates and county-wide COVID-19 incidence and mortality between April 23<jats:sup>rd</jats:sup> and September 30<jats:sup>th</jats:sup>, 2021. A two-week lag and a four-week lag were introduced to assess vaccination rate impact on incidence and mortality, respectively. Stratified analyses were performed for county vaccination rates 40%, and before and after Delta became the dominant variant.</jats:p></jats:sec><jats:sec><jats:title>Findings</jats:title><jats:p>Among 3,070 counties, each percentage increase in population vaccination rates reduced county-wide COVID-19 incidence by 0·9% (relative risk (RR) 0. 9910 (95% CI: 0·9869, 0·9952)) and mortality by 1·9% (RR 0·9807 (95% CI: 0·9745, 0·9823)). Among counties with vaccination coverage &gt;40%, each percentage increase in vaccination rates reduced COVID-19 disease by 1·5%, RR 0·9850 (95% CI: 0·9793, 0·9952) and mortality by 2·7% (RR 0·9727 (95% CI: 0·9632, 0·9823)). These associations were not observed among counties with &lt;40% vaccination rates. Increasing vaccination rates from 40% to 80% would have reduced COVID-19 cases by 45·4% (RR 0·5458 (95% CI: 0·4335, 0·6873)) and deaths by 67·0% (RR 0·3305 (95% CI: 0·2230, 0·4898)). An estimated 5,989,952 COVID-19 cases could have been prevented and 127,596 lives saved had US population vaccination rates increased from 40% to 80%.</jats:p></jats:sec><jats:sec><jats:title>Interpretations</jats:title><jats:p>Increasing U.S. SARS-CoV-2 vaccination rates results in population-wide reductions in COVID-19 incidence and mortality. Furthermore, increasing vaccination rates above 40% has protective effects among non-vaccinated persons. Given ongoing vaccine hesitancy in the U.S., increasing vaccination rates could better protect the entire community and potentially reach herd immunity.</jats:p></jats:sec><jats:sec><jats:title>Funding</jats:title><jats:p>National Cancer Institute</jats:p></jats:sec>",crossref
SRC_030,SARS-CoV-2 vaccination may help patients with persistent COVID-19 smell dysfunction,"Jerome R Lechien, Claire Hopkins, Luigi A Vaira, Sven Saussez",2021,"Ear, Nose &amp; Throat Journal",10.1177/01455613211044770,https://doi.org/10.1177/01455613211044770,"Olfactory dysfunction (OD) is recognized as a key symptom of coronavirus disease 2019 (COVID-19). Early olfactory loss is due to injury to the olfactory epithelium, with the initial insult to sustentacular cells leading to loss of function of the olfactory sensory neurons and loss of cilia on the neurons.1,2 In most cases, neurons survive, sustentacular cells recover and olfaction improves in a few weeks following the COVID-19 infection.2 According to psychophysical evaluations, OD may last more than 6 or 12 months in 1 to 10% of cases;3-5 these patients are considered as having persistent hypo- or anosmia. The pathophysiological mechanisms underlying the persistence of OD in patients with a history of COVID-19 remain unclear and poorly investigated. From a physiological standpoint, the spread of the virus into the olfactory bulb leads to lesions of sustentacular cells: the cells expressing angiotensin-converting enzyme-2 (ACE2).6 Olfactory neurons poorly express the virus receptor or not at all.6 The regeneration of sustentacular cells occurs in few weeks7 and is clinically associated with the recovery of smell within that period. Considering these findings, the persistence of OD in some patients raises many questions about the pathophysiological mechanisms of OD. In this letter, we aim to propose a potential hypothesis based on some recent clinical observations.
Since the development of vaccination in Western countries, we observed that some patients with persistent COVID-19 OD recovered in the weeks following the administration of vaccine against SARS-CoV-2. Although it is currently difficult to demonstrate potential association between vaccination and smell recovery, some findings may support that persistent OD could be due to the persistence of virus in the olfactory epithelium and region.
Firstly, our team found that patients with poor olfactory outcomes at 60 days post–COVID-19 reported lower levels of salivary and nasal immunoglobulin G (IgG) and IgG1, supporting a lower local immune response than in those who experienced rapid olfactory recovery.8 The differences in immune response between patients with persistent OD and those without OD were supported by the study of de Melo et al.9 In this study, authors observed, in a murine model, that SARS-CoV-2 induced acute anosmia and ageusia with both lasting as long as the virus remained in both the olfactory epithelium and bulb. Interestingly, they observed persistence of viral transcripts and of SARS-CoV-2–infected cells from olfactory mucosa sampling of patients with long-term persistence of anosmia.9 However, olfactory region abnormalities were observed in imaging study several months after the onset of OD, which may support the persistence of inflammatory reaction in patients who did not report COVID-19 general symptoms.10
According to these findings and our clinical observations, we believe that the persistence of OD in COVID-19 patients could be related to the persistence of the virus in the olfactory region, which induces a chronic inflammatory reaction characterized by the destruction of re-infected cells throughout the recovery process, that is, neuroepithelium cells, sustentacular cells and olfactory neurons. Interestingly, it has been supported that inflammation may suppress regeneration of the olfactory stem cells.11 In this way, we believe that the administration of vaccine may stimulate the local and systemic immune response against the virus, ‘cleaning’ the olfactory region from the remaining viruses, allowing the regeneration of stem cells. Future controlled studies are needed to compare the evolution of olfactory outcomes of patients with persistent OD according to the vaccine status of patients. Recent studies have shown that SARS-CoV-2 can be detected in immunologically privileged tissues, such as the testicles, without significant immune response.12 Further studies are needed to test the hypothesis that the olfactory bulb could be considered as an additional anatomical region not exposed to a significant immune response, allowing for persistence of SARS-CoV-2.",crossref
SRC_031,Virological assessment of hospitalized patients with COVID-2019.,"Roman Wölfel, Victor M Corman, Wolfgang Guggemos , Michael Seilmaier , Sabine Zange, Marcel A Müller, Daniela Niemeyer , Terry C Jones, Patrick Vollmar, Camilla Rothe, Michael Hoelscher, Tobias Bleicker, Sebastian Brünink, Julia Schneider, Rosina Ehmann, Katrin Zwirglmaier, Christian Drosten, Clemens Wendtner",2020,Nature ,10.1038/s41586-020-2196-x,https://doi.org/10.1038/s41586-020-2196-x,"Coronavirus disease 2019 (COVID-19) is an acute infection of the respiratory tract that emerged in late 20191,2. Initial outbreaks in China involved 13.8% of cases with severe courses, and 6.1% of cases with critical courses3. This severe presentation may result from the virus using a virus receptor that is expressed predominantly in the lung2,4; the same receptor tropism is thought to have determined the pathogenicity-but also aided in the control-of severe acute respiratory syndrome (SARS) in 20035. However, there are reports of cases of COVID-19 in which the patient shows mild upper respiratory tract symptoms, which suggests the potential for pre- or oligosymptomatic transmission6-8. There is an urgent need for information on virus replication, immunity and infectivity in specific sites of the body. Here we report a detailed virological analysis of nine cases of COVID-19 that provides proof of active virus replication in tissues of the upper respiratory tract. Pharyngeal virus shedding was very high during the first week of symptoms, with a peak at 7.11 × 108 RNA copies per throat swab on day 4. Infectious virus was readily isolated from samples derived from the throat or lung, but not from stool samples-in spite of high concentrations of virus RNA. Blood and urine samples never yielded virus. Active replication in the throat was confirmed by the presence of viral replicative RNA intermediates in the throat samples. We consistently detected sequence-distinct virus populations in throat and lung samples from one patient, proving independent replication. The shedding of viral RNA from sputum outlasted the end of symptoms. Seroconversion occurred after 7 days in 50% of patients (and by day 14 in all patients), but was not followed by a rapid decline in viral load. COVID-19 can present as a mild illness of the upper respiratory tract. The confirmation of active virus replication in the upper respiratory tract has implications for the containment of COVID-19.",pubmed
SRC_032,Chest CT surprising improvement in COVID-19 patient," , Elisa Calabrò, Claudia Gabiati,  , Gabriella Nucera,  , Valentina Raffaelli,  , Francesco Bombaci,  , Antonio Brucato,  ",2021,Journal of Clinical Images and Medical Case Reports,10.52768/2766-7820/1071,https://doi.org/10.52768/2766-7820/1071,<jats:p>A surprising improvement in COVID-19 chest CT follow up gives hope regarding future clinical evolution of COVID-19 patients.</jats:p>,crossref
SRC_033,Anosmia and COVID-19 in south Lombardy: description of the first cases series in Europe," , Marco Capelli, Patrizia Gatti,  ",2020,B-ENT,10.5152/b-ent.2020.20129,https://doi.org/10.5152/b-ent.2020.20129,"Objective: The Basso Lodigiano is located in southern Lombardy. The capital of this district is the city of Codogno where on February 21, 2020, the first case of COVID-19 (Corona Virus Disease 2019) was diagnosed in Italy. The etiological agent is known to be a new coronavirus called SARS Cov-2 (Severe Acute Respiratory Syndrome – Coronavirus – 2). Even asymptomatic or paucisymptomatic patients can transmit the virus and contribute to the expansion of the infection. From 21 February 2020, we have noticed a significant increase of anosmia cases in the population of Codogno and we believe there may be a relationship with the SARS-Cov 2 infection.

Methods: In the period between 21 February and 15 March 2020, we described 27 patients, living in Codogno, with anosmia. We calculated the incidence of the anosmia symptom in our patients in the period following the first diagnosis of COVID- 19 in Italy (February 21, 2020/March 15, 2020) and then compared it to the incidences relating to the same period of the years 2019 and 2018 and to the incidences in other periods from 1 January 2018. We then analysed the results through test χ2 in order to verify a statistical significance in the results.

Results: We observed a statistically significant increase in the incidence of the anosmia symptom in the period between 21 February and 15 March of 2020 compared to the incidence of the same symptom in other periods

Conclusion: The interpretation of the results leads us to argue that anosmia may be a symptom related to SARS-Cov2 infection. This symptom could be significant in paucisymptomatic patients who represent a potential viral transmission reservoir. In this regard, in this age of pandemic, when doctors observe patients with anosmia, they should consider SARS-Cov 2 infection in the differential diagnosis.",crossref
SRC_034,The Impact of Hybrid Approach on Project Success Dimensions: A Pilot Study," , Sara Bossi, Costanza Mariani,  , Carmine Pellegrino,  ",2023,Proceedings of the 11th IPMA Research Conference “Research Resonating with Project Practices”,10.56889/krfc2931,https://doi.org/10.56889/krfc2931,"<jats:p>This article aims at contributing to the academic debate on project success by investigating the impact of using a hybrid approach on overall project success. By means of survey research we set to: (i) investigate the use of hybrid approaches in the practical field, understanding if hybrid approaches are used more often than traditional or agile approaches, and (ii) investigate whether hybrid approaches are linked to overall higher project success. Additionally, considering the growing relevance of Environmental Social and Governance related (ESG) projects for companies, we aim at offering insight to practitioners willing to evolve businesses towards sustainability and to develop effective methods to implement ESG projects. Hence, we investigate whether ESG projects’ success is impacted using hybrid method. We suggest that using a hybrid approach positively affects project success, whereas the ESG related scope does not significantly affect the relationship between Project management approach and Project success.</jats:p>",crossref
